Fecha,Libro,Autor,Género,Cantidad,Precio Unitario
2024/07/08,Bajo la luna roja,Patricia Bryant,Romance,13,30.31
2022/09/03,Crónicas de un viajero,Susan Hernandez,Historia,20,33.51
2023/10/01,Las voces del pasado,Hector Roberts,Ficción,3,25.83
2023/09/20,El misterio del tiempo,Jessica Gonzalez,Fantasía,14,31.98
2024/01/20,Crónicas de un viajero,Donald Martin,Autoayuda,15,31.07
2023/11/17,La teoría del todo,Sherry Castro,Ciencia,3,27.99
2023/12/24,El arte de la guerra,Eugene Schultz,Ciencia,3,13.42
2023/07/31,El último amanecer,Ricky Parks,Autoayuda,3,5.65
2022/07/27,Las voces del pasado,Dr. Barbara Vazquez DVM,Misterio,16,18.49
2022/02/20,La sombra del viento,Peter Crawford,Ciencia,14,45.95
2022/08/06,El enigma de la cueva,Sarah Delgado,Ficción,4,13.17
2021/04/06,Sombras en la ciudad,Ryan Stewart,Ficción,16,26.17
2022/02/16,Destino incierto,Bruce Wiley,Ciencia,3,26.09
2023/02/16,Bajo la luna roja,Peter Burton,Misterio,5,16.83
2022/04/17,Destino incierto,Sara Sampson,Historia,19,25.29
2023/03/03,El enigma de la cueva,Deanna Wilcox,Autoayuda,20,9.51
2025/01/05,El enigma de la cueva,Nicholas Lopez,Fantasía,2,30.79
2024/05/27,El misterio del tiempo,Joseph Peterson,Autoayuda,8,8.32
2024/02/18,Secretos ocultos,Samuel Keller,Ficción,12,30.27
2023/05/18,El alquimista,Sara White,Ciencia,8,24.42
2023/12/01,El arte de la guerra,Mr. Chad Smith,Ficción,1,32.63
2022/02/04,Bajo la luna roja,Hailey Baker,Romance,2,37.79
2023/04/22,El misterio del tiempo,Hector Rich,Misterio,10,6.52
2021/06/04,Bajo la luna roja,Mary Fletcher,No Ficción,14,14.77
2022/10/11,La teoría del todo,Justin Thomas,No Ficción,9,13.19
2023/12/16,El misterio del tiempo,Veronica Mullins,Autoayuda,10,45.51
2023/04/23,Secretos ocultos,Bryan Vasquez,No Ficción,2,38.22
2023/01/06,El arte de la guerra,Shelby Santiago,Autoayuda,5,45.6
2022/07/17,Sombras en la ciudad,Amanda Payne,Ciencia,15,49.51
2021/10/29,Crónicas de un viajero,Lisa Johnson,No Ficción,5,19.68
2024/05/25,Secretos ocultos,Troy Webster,Autoayuda,17,27.35
2022/08/15,Destino incierto,Jordan Kennedy,Autoayuda,17,12.81
2023/09/07,El misterio del tiempo,Andrew Harmon,Fantasía,11,6.92
2022/10/30,Mentes brillantes,Sean Scott,Autoayuda,7,31.42
2022/05/12,Las voces del pasado,Janice White,Historia,5,25.41
2022/03/07,El misterio del tiempo,Scott Peters,No Ficción,1,27.88
2025/01/31,Bajo la luna roja,Haley Torres,No Ficción,1,17.63
2024/02/12,Bajo la luna roja,Jason Evans,No Ficción,14,10.63
2021/12/14,La sombra del viento,Thomas Hayden,Autoayuda,7,38.84
2024/08/18,La teoría del todo,Jennifer Jensen,Ficción,4,23.31
2023/05/18,Crónicas de un viajero,Denise Perez,Historia,11,30.19
2025/02/14,El enigma de la cueva,Lisa Hicks,Ciencia,9,45
2024/04/30,Secretos ocultos,Craig Mcdonald,Historia,18,34.34
2022/05/05,El alquimista,Jessica Taylor,Autoayuda,9,15.77
2022/05/26,El alquimista,Erik Ford,Ciencia,10,15.23
2022/07/31,Sombras en la ciudad,Calvin Evans,Romance,17,27.92
2023/05/14,Mentes brillantes,Ronnie Conner,Romance,15,27.9
2024/02/11,Cien años de soledad,Samuel Glover,No Ficción,18,24.67
2023/09/27,Las voces del pasado,Stacy Berry,Autoayuda,3,16.29
2025/02/14,La teoría del todo,Paul Villanueva,Fantasía,12,45.35
2022/12/12,Sombras en la ciudad,Justin Sweeney,Historia,17,14.03
2022/05/26,Mentes brillantes,Karen Dunn,Ciencia,12,25.04
2023/01/11,Mentes brillantes,Ryan Anderson,No Ficción,20,40.87
2025/02/02,Bajo la luna roja,John Coleman,Historia,19,40.75
2024/12/01,El alquimista,Jennifer Liu,Autoayuda,15,18.11
2022/10/03,Crónicas de un viajero,Tommy Gardner,Romance,14,23.52
2024/07/16,Destino incierto,Juan Wagner,Ficción,13,20.41
2025/01/31,La sombra del viento,Johnny Ross,Romance,14,29.9
2021/08/01,Mentes brillantes,Rose Collins,No Ficción,5,31.51
2024/05/12,Bajo la luna roja,Michele Hudson,Autoayuda,20,34.17
2023/05/03,El último amanecer,John Hayes,Terror,20,42.11
2023/08/02,Las voces del pasado,Terri Anderson,Terror,7,7.39
2025/03/22,El enigma de la cueva,Savannah Richardson,Romance,8,34.22
2024/12/08,Secretos ocultos,Karen Collins,Autoayuda,2,29.25
2021/10/20,Las voces del pasado,Michael Mason,Misterio,11,41.4
2022/02/01,Las voces del pasado,Tim Woodard,Ciencia,7,20.58
2022/11/14,La teoría del todo,Jason Boyd,Fantasía,20,9.95
2025/02/01,La sombra del viento,Daniel Jacobs,Romance,16,44.47
2022/02/24,Sombras en la ciudad,Michael Bonilla,Fantasía,4,26.96
2022/08/21,La sombra del viento,Jacqueline Morris,Ciencia,8,13.86
2023/11/11,Mentes brillantes,Dwayne Hampton,No Ficción,12,27.41
2024/05/31,El alquimista,Mary Coleman,Romance,2,41.7
2021/12/18,El último amanecer,Colton Hall,No Ficción,15,26.67
2022/10/18,Secretos ocultos,Troy Freeman,Terror,19,42.94
2021/12/26,La sombra del viento,Christopher Mitchell,Terror,20,18.37
2022/08/12,Sombras en la ciudad,Jacob Wright,Terror,12,28.73
2022/02/05,Sombras en la ciudad,Anthony Williams,Ciencia,14,8.2
2021/07/13,Las voces del pasado,Richard Perkins,Ficción,4,22.73
2023/08/24,Mentes brillantes,Jonathan Perez,Fantasía,2,20.17
2024/03/12,Sombras en la ciudad,Douglas Hebert,Historia,11,12.37
2023/03/16,El último amanecer,Brandy Rollins,Ciencia,3,5.24
2021/04/07,El último amanecer,Daniel Payne,Historia,15,45.83
2024/12/08,Sombras en la ciudad,Javier Stout,Historia,17,38.44
2025/01/10,El enigma de la cueva,Stephanie Morton,Romance,16,42.89
2022/09/06,Mentes brillantes,Stephanie Walker,Historia,19,29.29
2024/10/26,La sombra del viento,Janet King,No Ficción,1,41.74
2021/06/10,Sombras en la ciudad,Rebecca Conley,Ciencia,10,40.49
2022/05/02,El último amanecer,Stacy Bates,Misterio,1,8.34
2025/01/31,Cien años de soledad,Christina Garza,No Ficción,10,11.04
2022/08/06,Las voces del pasado,Mark Long,Ciencia,7,15.35
2021/09/11,Las voces del pasado,Jeremy Zimmerman,Misterio,3,26.12
2022/10/10,Sombras en la ciudad,Sarah Haley,Autoayuda,8,46.51
2024/03/24,El enigma de la cueva,Antonio Fox,Ciencia,9,32.59
2025/03/24,El enigma de la cueva,Randy Turner,Fantasía,10,45.65
2022/08/15,El alquimista,Randall Stark,Terror,9,20.85
2025/01/17,La sombra del viento,Ian Simpson,Ciencia,3,44.63
2023/04/07,Destino incierto,Jennifer Reynolds,No Ficción,8,5.34
2024/09/13,Bajo la luna roja,Luke Alexander,Misterio,5,7.35
2021/06/29,Sombras en la ciudad,Rachael Simpson,Misterio,6,33.86
2024/08/26,Bajo la luna roja,Jamie Meyer,Romance,13,43.92
2021/12/25,Las voces del pasado,Marc Crawford,Terror,3,22.94
2022/11/15,Destino incierto,Holly Suarez,Autoayuda,7,37.24
2023/11/16,El misterio del tiempo,Gene Gates,Historia,5,46.88
2024/02/19,La teoría del todo,Rhonda Russo,Ficción,15,12.6
2022/09/18,El arte de la guerra,Gina Harris,Ficción,5,33.53
2021/07/18,El enigma de la cueva,Angela Taylor,Historia,7,46.54
2024/12/01,La teoría del todo,Gregory Scott,Autoayuda,2,25.38
2021/07/22,Mentes brillantes,Daniel Harper,No Ficción,15,30.57
2021/06/27,Secretos ocultos,Jamie Bates,Autoayuda,14,19.11
2022/02/09,La teoría del todo,Charles Combs,No Ficción,12,23.49
2021/12/03,La teoría del todo,Amy Brown,Autoayuda,11,40.36
2022/04/03,Cien años de soledad,Elizabeth Welch PhD,Romance,19,21.27
2024/09/29,Destino incierto,Tina Wilson,Misterio,10,40.34
2024/07/03,El misterio del tiempo,Denise Martinez,Historia,12,41.61
2024/02/28,Destino incierto,Charles Owens,No Ficción,14,12.46
2024/09/29,Sombras en la ciudad,James Taylor,Autoayuda,16,34.78
2024/02/23,Secretos ocultos,Timothy Wise,No Ficción,10,46.53
2023/02/20,La teoría del todo,Gilbert Alexander,Misterio,11,32.34
2021/07/09,El enigma de la cueva,Nathan Martin,Historia,16,32.89
2024/09/30,El misterio del tiempo,Crystal Jefferson,No Ficción,16,22.28
2022/03/04,La teoría del todo,Jeff Yates,Misterio,1,37.88
2022/03/17,El misterio del tiempo,Joseph Bonilla,Terror,7,19.76
2025/02/06,Bajo la luna roja,Brooke Mcdonald,No Ficción,7,13.07
2025/02/16,El arte de la guerra,Kathryn Matthews,Ciencia,12,48.29
2023/06/16,La sombra del viento,David Donovan,Historia,13,5.9
2023/08/20,Crónicas de un viajero,Chad Mcbride,Ciencia,19,36.12
2024/08/15,Bajo la luna roja,Jennifer Jones,Ficción,20,20.37
2024/09/05,El misterio del tiempo,David Diaz,Ficción,16,18.78
2024/07/22,La teoría del todo,Phillip Lopez,Ficción,15,32.14
2024/06/28,Destino incierto,Tracy Giles DDS,Terror,4,14.96
2022/10/16,La sombra del viento,Richard Rios,Ciencia,15,25.23
2024/01/30,Destino incierto,Jose Moss,Ciencia,15,25.28
2023/01/06,Secretos ocultos,Kirk Sanchez,Romance,7,32.6
2023/03/13,Bajo la luna roja,Diana Anderson,Ciencia,13,20.03
2024/06/02,Las voces del pasado,Katherine Schmidt,Historia,5,14
2022/10/25,Secretos ocultos,John Moore,Terror,16,42.95
2024/09/07,Crónicas de un viajero,Anthony Doyle,Fantasía,15,32.82
2022/03/31,Secretos ocultos,Anthony Kerr,No Ficción,15,25.77
2023/06/02,Crónicas de un viajero,Michael Rosales,Misterio,17,16.16
2024/11/13,Crónicas de un viajero,Jamie Glass,No Ficción,19,30.45
2023/09/13,El último amanecer,Sara Gonzalez,Ficción,11,29.49
2021/10/24,La teoría del todo,Megan Lawson,Fantasía,12,41.61
2024/10/19,El enigma de la cueva,John Wiley,Ficción,20,43.78
2024/05/14,El misterio del tiempo,Eric Knight,Ciencia,1,27.05
2022/09/22,Destino incierto,Tamara West,Ciencia,4,17.53
2022/02/09,Sombras en la ciudad,Jeffrey Peters,Autoayuda,1,49.77
2024/03/07,La teoría del todo,Joseph Davis,Terror,16,41.54
2022/08/31,Cien años de soledad,Casey Johnson,Historia,11,49.14
2021/12/01,Cien años de soledad,Thomas Ryan,Autoayuda,17,17.56
2023/09/18,Destino incierto,Jennifer Brown DDS,Historia,17,20.1
2022/11/24,Crónicas de un viajero,Kayla Ortega,Terror,14,10.08
2023/03/15,Destino incierto,Joseph Moore,Autoayuda,17,47.26
2025/02/18,Secretos ocultos,Carmen Thomas,No Ficción,7,29.53
2023/12/13,Bajo la luna roja,Scott Stevens,Historia,16,15.93
2023/12/12,Las voces del pasado,Scott Reeves,Fantasía,1,15.12
2022/09/08,Mentes brillantes,Madison Brown,Autoayuda,13,44.86
2023/02/13,La sombra del viento,Angela Alexander,Misterio,18,10.92
2021/12/24,El alquimista,Dr. Emily Ryan,Romance,6,24.65
2021/07/12,Cien años de soledad,Travis Sanchez,Romance,20,7.83
2022/10/04,El enigma de la cueva,Maria Ward,Romance,13,27.41
2021/11/07,Sombras en la ciudad,Ian Phillips,Autoayuda,9,46.76
2022/07/23,Crónicas de un viajero,Christopher Hines MD,No Ficción,18,26.83
2025/01/19,Destino incierto,Jacqueline Bates,No Ficción,8,5.1
2021/11/01,El enigma de la cueva,Daniel Rose,Autoayuda,11,23.36
2021/07/08,Destino incierto,Craig Harper,Ficción,10,34.97
2021/06/23,Sombras en la ciudad,Mary Williams,Fantasía,4,27.5
2021/06/08,Crónicas de un viajero,Robert Ross,Autoayuda,16,48.23
2022/01/30,Las voces del pasado,Donna Mendoza DDS,Ficción,2,47.81
2021/06/05,El arte de la guerra,Lisa Torres,Autoayuda,5,20.1
2021/09/13,Crónicas de un viajero,Anne Neal,Terror,19,6.81
2021/09/01,La teoría del todo,William Oconnell,Romance,13,38.38
2024/05/07,Sombras en la ciudad,Adam Boyle,Romance,1,37.43
2022/02/26,Las voces del pasado,Matthew Allen,No Ficción,13,47.36
2023/09/22,La teoría del todo,James Howard,Fantasía,8,44.47
2022/10/07,Crónicas de un viajero,Meghan Brooks,Autoayuda,8,31.18
2021/10/27,La teoría del todo,Kim Snyder,Historia,2,17.18
2025/02/04,El último amanecer,Curtis Perez,Misterio,7,9.98
2022/10/23,La sombra del viento,Cheryl Edwards,Romance,20,42.29
2021/05/09,Sombras en la ciudad,Mary Green,Misterio,7,48.7
2021/08/23,El enigma de la cueva,Stephanie Cervantes,Ficción,9,11.19
2024/10/13,El arte de la guerra,Patrick Le,Ficción,15,18.05
2024/04/09,El misterio del tiempo,Kelly Cruz,Romance,19,27.47
2022/10/26,Sombras en la ciudad,Tanya Baker,Terror,16,30.37
2022/04/05,La teoría del todo,Brad Hubbard,Fantasía,18,46.02
2023/05/13,Cien años de soledad,Kevin Bradford,Ciencia,11,42.28
2022/12/27,Mentes brillantes,Timothy Collins,Romance,19,48.83
2024/10/25,El enigma de la cueva,Stacie Pruitt,Romance,14,11.61
2024/05/05,El último amanecer,Erin Sanchez,Romance,4,45.11
2023/08/23,Crónicas de un viajero,Erika Hopkins,Historia,1,25.67
2021/07/30,La teoría del todo,James Garcia,Misterio,4,9.59
2021/09/23,Cien años de soledad,Erin Schultz,No Ficción,3,28.02
2022/12/31,Las voces del pasado,Bradley Mack,Misterio,18,39.66
2021/10/19,Mentes brillantes,Christopher Graham,Romance,17,10.83
2021/08/07,Sombras en la ciudad,Mary Lane,Romance,15,17.22
2024/11/25,La sombra del viento,Michelle Johnson,No Ficción,20,12.99
2024/11/29,La teoría del todo,Jacqueline Flynn,Autoayuda,7,49.1
2025/01/09,El alquimista,Matthew Johnson,Autoayuda,11,27.86
2023/07/27,El último amanecer,Stacy Gonzales,Misterio,10,35.89
2021/08/04,Las voces del pasado,Jeffrey Washington,Ciencia,1,45.72
2021/12/14,El alquimista,Catherine Coleman,Ficción,13,16.42
2025/02/18,Las voces del pasado,Erin Moore,Fantasía,12,43.19
2022/01/17,Bajo la luna roja,Tamara Brown,Ficción,9,24.05
2022/10/25,Destino incierto,Kenneth Sampson,Ciencia,18,31.82
2024/05/24,Cien años de soledad,Jennifer Snow,Ciencia,17,21.5
2023/08/31,Crónicas de un viajero,Joseph Jones,Ficción,2,47.08
2023/07/03,El alquimista,Norma Tate,Ficción,13,21.85
2021/04/25,El enigma de la cueva,Randall Miller,Misterio,11,26.32
2021/04/04,La teoría del todo,Ashley Davis,Misterio,2,33.17
2024/06/24,El alquimista,Bryan Blake,Ciencia,7,27.45
2022/11/30,Destino incierto,Sarah Mccarthy,Romance,2,35.38
2024/01/30,El arte de la guerra,Brandon Carpenter,Ficción,15,26.66
2021/12/30,El misterio del tiempo,Jill Schneider,Romance,17,12.93
2022/01/29,Bajo la luna roja,Eric Bond,No Ficción,11,43.68
2022/04/13,Cien años de soledad,Heather Martinez,Ficción,15,12.33
2024/01/14,El enigma de la cueva,Jeff Tran,No Ficción,4,24.26
2021/04/05,Secretos ocultos,Lisa Morris,Misterio,1,18.91
2024/07/06,Las voces del pasado,Stephanie Alvarado,No Ficción,16,47.98
2025/03/26,Sombras en la ciudad,Amy Moreno,Ciencia,14,22.55
2023/04/24,Bajo la luna roja,Benjamin Booker,Autoayuda,8,44.17
2022/12/28,Secretos ocultos,Neil Scott,Romance,1,49.54
2021/06/15,El arte de la guerra,Corey Charles,Fantasía,2,10.67
2025/03/01,Cien años de soledad,Yolanda Robinson,Ficción,11,13.73
2022/07/26,El último amanecer,Eric Jackson,No Ficción,17,9.69
2022/09/02,Sombras en la ciudad,Amber Orozco,No Ficción,7,20.44
2021/11/20,El arte de la guerra,Christopher Jordan,Ficción,10,39.87
2022/12/31,La sombra del viento,Bradley Miller,Terror,15,41.16
2023/01/18,La sombra del viento,Randy Ferguson,Ficción,12,29.6
2022/03/17,Bajo la luna roja,Eileen Atkins,Ficción,16,45.8
2023/10/05,La teoría del todo,Evan Evans,Fantasía,13,47.89
2024/04/04,Destino incierto,Kristin Walker,Romance,19,5.12
2025/01/11,El alquimista,Krista Jordan,Misterio,3,10
2023/04/14,Las voces del pasado,Adam Davis,Autoayuda,12,15.55
2023/10/20,El último amanecer,Donald Mills,Misterio,11,49.3
2024/12/20,El alquimista,Amy Wood,Misterio,7,5.11
2023/09/06,Crónicas de un viajero,Randall Thomas,Romance,20,27.28
2024/10/25,Destino incierto,Amy Contreras,Fantasía,11,46.61
2024/03/22,Destino incierto,David Williams,Terror,8,22.91
2025/03/12,Mentes brillantes,Anna Richardson,Ficción,20,41.21
2021/07/28,El último amanecer,Katherine Carter,Historia,5,46.46
2023/07/11,Las voces del pasado,Chad Clarke,Autoayuda,16,11.92
2021/10/05,Destino incierto,Todd Pierce,No Ficción,16,49.06
2023/06/12,El último amanecer,Christine Cook,Ciencia,18,36.29
2023/05/05,El misterio del tiempo,John Harrison,Ciencia,4,40.47
2021/12/23,Las voces del pasado,Brian Jackson,Fantasía,11,36.48
2023/01/13,Mentes brillantes,Ashley Benson,Ciencia,10,7.3
2021/04/06,La teoría del todo,Steven Schaefer,Historia,5,48.97
2024/03/30,Mentes brillantes,Jason Grant,No Ficción,14,22.23
2022/09/28,La teoría del todo,Leslie Rodriguez,No Ficción,17,22.5
2022/01/27,El arte de la guerra,Jason Small,Ciencia,1,20.72
2022/02/08,Las voces del pasado,Shawn Campbell,Historia,10,34.44
2025/02/01,El último amanecer,Jeffrey Castro,Historia,11,32.26
2021/12/24,Crónicas de un viajero,Isabel Armstrong,Ficción,6,16.58
2024/03/09,Destino incierto,Billy Drake,Historia,18,29.88
2022/06/21,Secretos ocultos,Kelly Blair,Terror,1,13.24
2024/01/30,Bajo la luna roja,Edward Martinez,Fantasía,7,47.13
2022/02/23,El enigma de la cueva,Marcus Barnes,No Ficción,6,48.34
2021/04/14,Las voces del pasado,Dylan Orr,No Ficción,11,33.53
2021/10/24,El arte de la guerra,Joshua Fuller,Ficción,4,43
2023/05/08,El misterio del tiempo,Amanda Charles MD,Ciencia,18,21.03
2024/02/21,El misterio del tiempo,Christy Oconnor,Ficción,19,7.29
2022/11/13,Secretos ocultos,Michael Conway,Historia,1,48.84
2023/11/01,Las voces del pasado,Melissa Anderson,Fantasía,11,46.53
2022/12/24,Bajo la luna roja,Mr. Jake Roberts,Misterio,20,29.83
2022/11/09,Mentes brillantes,Johnathan Hernandez,Autoayuda,9,27.61
2022/12/05,El último amanecer,Ricky Barrett,Autoayuda,18,16.46
2023/09/24,Bajo la luna roja,Lindsey Meyer,Ficción,11,49.44
2024/01/10,Sombras en la ciudad,Jason Valdez,Historia,14,37.24
2022/08/24,Bajo la luna roja,Karen Cooper,Historia,11,14.67
2022/09/16,El último amanecer,Ashley Kirby,No Ficción,15,48.53
2021/09/28,Las voces del pasado,John Taylor,Romance,8,8.17
2021/10/05,Mentes brillantes,Janet Livingston,Ciencia,18,21.38
2024/01/04,Crónicas de un viajero,Joseph Fletcher,Misterio,5,28.63
2023/04/28,El alquimista,Joan Eaton,Fantasía,2,45.59
2024/06/15,El último amanecer,Miss Erin Guerrero,No Ficción,19,29.69
2023/05/07,Mentes brillantes,Patrick Ortega,Terror,12,16.09
2021/12/31,El último amanecer,Carol Tyler,Misterio,9,49.44
2021/05/03,El alquimista,Andres Cervantes,Misterio,17,35.01
2023/06/08,Crónicas de un viajero,Jennifer Wells,Autoayuda,6,27.36
2024/11/07,El enigma de la cueva,Jeremy Kirby,Ficción,20,15.01
2022/06/21,El último amanecer,Paul Yates,Romance,18,14.98
2023/01/08,El enigma de la cueva,Nicholas Brown,Ciencia,3,19.55
2023/08/03,Sombras en la ciudad,Janet Miller,Ficción,19,36.85
2023/10/18,Bajo la luna roja,Lisa Edwards MD,Fantasía,15,18.99
2023/07/31,Las voces del pasado,Dillon Rodriguez,Ciencia,8,36.47
2025/01/16,Mentes brillantes,Jose Pham,Ciencia,8,38.07
2021/04/28,La sombra del viento,Richard Gutierrez,Romance,19,10.77
2023/07/04,Cien años de soledad,Michelle Smith,Ficción,15,15.18
2021/07/15,El misterio del tiempo,Andrew Thompson,Autoayuda,17,15.53
2024/07/25,El último amanecer,Bruce King,Terror,10,8.99
2022/04/25,El último amanecer,Mrs. Elizabeth Hoffman,Romance,11,28.54
2023/07/24,Destino incierto,Melissa Hoover,Autoayuda,18,19.81
2023/05/17,Crónicas de un viajero,Mckenzie Costa,Autoayuda,14,6.32
2023/12/26,Destino incierto,Ashley Wheeler,Romance,19,45.93
2025/03/10,Cien años de soledad,Robin Skinner,Ficción,3,25.25
2022/03/20,Crónicas de un viajero,Mark Lozano,Autoayuda,20,39.11
2024/06/13,Mentes brillantes,Donna Franco,Misterio,1,36.99
2024/04/06,Crónicas de un viajero,Sharon Payne,No Ficción,12,15.3
2021/10/11,El misterio del tiempo,Amber David,Misterio,11,35.71
2024/07/05,El último amanecer,Jasmin Williams,Historia,3,47.38
2023/07/04,Las voces del pasado,Marilyn Ray,Autoayuda,5,40.52
2023/01/11,El enigma de la cueva,Devin Washington,Terror,7,10.92
2022/02/03,Sombras en la ciudad,Mrs. Yolanda Sanchez,No Ficción,16,23.69
2022/09/30,La sombra del viento,Kristina Crawford,Ficción,12,11.4
2023/06/01,El arte de la guerra,Linda Morales,Terror,16,6.88
2024/10/10,El último amanecer,Thomas Mcgrath,Ficción,1,35.2
2024/09/03,Sombras en la ciudad,Danielle Dickson,Autoayuda,17,44.2
2023/08/10,La teoría del todo,Christopher Rhodes,No Ficción,4,29.89
2023/10/07,Crónicas de un viajero,Emily Alexander,Terror,9,27.9
2023/09/18,La sombra del viento,Jacob Roberts,Historia,5,23.08
2021/11/26,El arte de la guerra,Jacob Barber,Romance,5,48.46
2024/08/04,Bajo la luna roja,Joseph Wood,Misterio,11,26.5
2023/07/27,El alquimista,Paul Lawrence,Historia,6,40.67
2024/02/26,Mentes brillantes,Erin Mitchell,Ficción,8,11.47
2024/01/07,El enigma de la cueva,Heidi Scott,No Ficción,13,14.45
2022/01/20,Secretos ocultos,Scott Mckenzie,Misterio,8,5.44
2024/01/04,Sombras en la ciudad,Crystal Sellers,Autoayuda,16,43.36
2021/09/11,Las voces del pasado,Shawn Butler,Ficción,8,25.13
2024/12/12,Crónicas de un viajero,Adam Rodriguez,Fantasía,5,8.11
2021/09/14,Bajo la luna roja,Paul Oneill,Historia,11,31.51
2022/10/14,La sombra del viento,Chelsey Jones,Misterio,9,34.79
2022/04/29,Cien años de soledad,Brittany Lin,Terror,17,11.9
2023/11/10,Secretos ocultos,Jordan Barnett,Ciencia,19,26.34
2023/08/18,Mentes brillantes,Jason Bates,No Ficción,4,23.57
2023/05/10,El alquimista,Anna Meadows,Romance,19,7.08
2023/04/19,Cien años de soledad,Claire Dudley,No Ficción,3,15.77
2022/05/28,El arte de la guerra,Xavier Martinez,Ciencia,11,21.72
